TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
like,39,,0.0, 0.0,
like,,2,,0.0, 0.0,
like.,1,,0.0, 0.0,
likelihood,1,,0.0, 0.0,
likely,18,,0.0, 0.0,
likely,,1,,0.0, 0.0,
limit,31,,0.0, 0.0,
limited,11,,0.0, 0.0,
limiting,10,,0.0, 0.0,
limits,6,,0.0, 0.0,
line,124,,0.0, 0.0,
lines,9,,0.0, 0.0,
link,6,,0.0, 0.0,
linked,4,,0.0, 0.0,
links,1,,0.0, 0.0,
liquid,13,,0.0, 0.0,
liquidation.,1,,0.0, 0.0,
liquidity,8,,0.0, 0.0,
liquidity,,1,,0.0, 0.0,
listed,2,,0.0, 0.0,
little,3,,0.0, 0.0,
lives,2,,0.0, 0.0,
lives.,1,,0.0, 0.0,
living,1,,0.0, 0.0,
loan,36,,0.0, 0.0,
loan,,2,,0.0, 0.0,
loan.,1,,0.0, 0.0,
loans,16,,0.0, 0.0,
loans,,2,,0.0, 0.0,
local,14,,0.0, 0.0,
locale,4,,0.0, 0.0,
locales,3,,0.0, 0.0,
localized,3,,0.0, 0.0,
localized),1,,0.0, 0.0,
locally,1,,0.0, 0.0,
located,1,,0.0, 0.0,
location,11,,0.0, 0.0,
location.10,1,,0.0, 0.0,
locations,3,,0.0, 0.0,
locations,,1,,0.0, 0.0,
locations?,1,,0.0, 0.0,
location‐specific,1,,0.0, 0.0,
lock,29,,0.0, 0.0,
locked,2,,0.0, 0.0,
lock‐out”.,1,,0.0, 0.0,
logging,1,,0.0, 0.0,
long,32,,0.0, 0.0,
longer,9,,0.0, 0.0,
long‐,11,,0.0, 0.0,
long‐regulated,1,,0.0, 0.0,
long‐running,1,,0.0, 0.0,
long‐term,6,,0.0, 0.0,
long‐time,1,,0.0, 0.0,
look,24,,0.0, 0.0,
looked,1,,0.0, 0.0,
looking,6,,0.0, 0.0,
loop,1,,0.0, 0.0,
lose,12,,0.0, 0.0,
loses,1,,0.0, 0.0,
losing,1,,0.0, 0.0,
loss,9,,0.0, 0.0,
losses,3,,0.0, 0.0,
lost,3,,0.0, 0.0,
low,221,,0.0, 0.0,
low,,2,,0.0, 0.0,
lower,39,,0.0, 0.0,
lowering,4,,0.0, 0.0,
lowers,2,,0.0, 0.0,
lower‐cost,2,,0.0, 0.0,
lower‐margin,1,,0.0, 0.0,
lowest,2,,0.0, 0.0,
lowest‐cost,1,,0.0, 0.0,
low‐,26,,0.0, 0.0,
low‐cost,18,,0.0, 0.0,
low‐credit,1,,0.0, 0.0,
low‐fee,3,,0.0, 0.0,
low‐income,1,,0.0, 0.0,
low‐return,1,,0.0, 0.0,
low‐yield,1,,0.0, 0.0,
loyalty,7,,0.0, 0.0,
lucrative,1,,0.0, 0.0,
machine,5,,0.0, 0.0,
machines,1,,0.0, 0.0,
machine‐enabled,1,,0.0, 0.0,
machine‐learning,2,,0.0, 0.0,
macro,3,,0.0, 0.0,
macroeconomic,1,,0.0, 0.0,
macro‐credit,1,,0.0, 0.0,
made,3,,0.0, 0.0,
magnified,1,,0.0, 0.0,
mail.,1,,0.0, 0.0,
main,36,,0.0, 0.0,
mainframes,,1,,0.0, 0.0,
mainstreaming,1,,0.0, 0.0,
maintain,5,,0.0, 0.0,
maintained,,1,,0.0, 0.0,
maintaining,3,,0.0, 0.0,
major,33,,0.0, 0.0,
majority,12,,0.0, 0.0,
make,28,,0.0, 0.0,
make:,1,,0.0, 0.0,
makers,1,,0.0, 0.0,
makes,4,,0.0, 0.0,
making,21,,0.0, 0.0,
making),2,,0.0, 0.0,
manage,99,,0.0, 0.0,
manage,,1,,0.0, 0.0,
management,47,,0.0, 0.0,
management),2,,0.0, 0.0,
management,,2,,0.0, 0.0,
management.,1,,0.0, 0.0,
management/banking,1,,0.0, 0.0,
management’s,1,,0.0, 0.0,
manager,36,,0.0, 0.0,
managers,31,,0.0, 0.0,
managers,,2,,0.0, 0.0,
managers.,1,,0.0, 0.0,
managers”,1,,0.0, 0.0,
manager’s,1,,0.0, 0.0,
managing,4,,0.0, 0.0,
mandate,1,,0.0, 0.0,
mandating,3,,0.0, 0.0,
manual,2,,0.0, 0.0,
manufacturer,,2,,0.0, 0.0,
manufacturers,19,,0.0, 0.0,
manufacturers),1,,0.0, 0.0,
manufacturers,,2,,0.0, 0.0,
manufacturing,7,,0.0, 0.0,
manufacturing,,3,,0.0, 0.0,
manufacturing.,2,,0.0, 0.0,
many,28,,0.0, 0.0,
mapped,1,,0.0, 0.0,
margin,23,,0.0, 0.0,
marginal,1,,0.0, 0.0,
margins,20,,0.0, 0.0,
margins,,1,,0.0, 0.0,
margins.,1,,0.0, 0.0,
mark,231,,0.0, 0.0,
marked,1,,0.0, 0.0,
market,226,,0.0, 0.0,
market".,1,,0.0, 0.0,
market's,1,,0.0, 0.0,
market,,4,,0.0, 0.0,
marketing,2,,0.0, 0.0,
marketplace,34,,0.0, 0.0,
marketplace,,1,,0.0, 0.0,
marketplaces,3,,0.0, 0.0,
markets,72,,0.0, 0.0,
markets,,13,,0.0, 0.0,
markets.,4,,0.0, 0.0,
markets;,1,,0.0, 0.0,
markets?,5,,0.0, 0.0,
markets”.,1,,0.0, 0.0,
market‐data‐cost‐becoming‐big‐issue‐2016‐10,1,,0.0, 0.0,
mass,16,,0.0, 0.0,
masse,2,,0.0, 0.0,
masses,1,,0.0, 0.0,
massive,1,,0.0, 0.0,
mass‐,3,,0.0, 0.0,
mass‐affluent,2,,0.0, 0.0,
match,5,,0.0, 0.0,
matches,1,,0.0, 0.0,
matching,2,,0.0, 0.0,
material,6,,0.0, 0.0,
materially,4,,0.0, 0.0,
materials.7,1,,0.0, 0.0,
matter,8,,0.0, 0.0,
mature,6,,0.0, 0.0,
mature?,1,,0.0, 0.0,
maturing,,1,,0.0, 0.0,
maturity,3,,0.0, 0.0,
maturity?,1,,0.0, 0.0,
maximize,1,,0.0, 0.0,
may,47,,0.0, 0.0,
mean,56,,0.0, 0.0,
meaning,6,,0.0, 0.0,
meaningful,1,,0.0, 0.0,
means,26,,0.0, 0.0,
meant,3,,0.0, 0.0,
measure,5,,0.0, 0.0,
measured,1,,0.0, 0.0,
measuring,1,,0.0, 0.0,
mechanism,1,,0.0, 0.0,
medical,3,,0.0, 0.0,
medium,3,,0.0, 0.0,
medium‐sized,1,,0.0, 0.0,
meet,17,,0.0, 0.0,
meeting,4,,0.0, 0.0,
member,4,,0.0, 0.0,
members,1,,0.0, 0.0,
mentorship.,1,,0.0, 0.0,
merchant,24,,0.0, 0.0,
merchant/intermediary,1,,0.0, 0.0,
merchants,20,,0.0, 0.0,
merchants,,2,,0.0, 0.0,
merchants.6,1,,0.0, 0.0,
messaging,1,,0.0, 0.0,
met,13,,0.0, 0.0,
method,7,,0.0, 0.0,
methodologies,3,,0.0, 0.0,
methodologies?,1,,0.0, 0.0,
methods,3,,0.0, 0.0,
methods,,1,,0.0, 0.0,
methods:,1,,0.0, 0.0,
michael.drexler@weforum.org,1,,0.0, 0.0,
microinsurance,2,,0.0, 0.0,
micro‐insurance)?,1,,0.0, 0.0,
middle,12,,0.0, 0.0,
middleware,1,,0.0, 0.0,
mid‐2016,1,,0.0, 0.0,
might,2,,0.0, 0.0,
migrate,8,,0.0, 0.0,
migrated,1,,0.0, 0.0,
migrating,5,,0.0, 0.0,
migration,2,,0.0, 0.0,
millennials,,1,,0.0, 0.0,
million,19,,0.0, 0.0,
million)9,1,,0.0, 0.0,
million;,1,,0.0, 0.0,
million”.,1,,0.0, 0.0,
mind,,1,,0.0, 0.0,
mindshare,6,,0.0, 0.0,
mine,12,,0.0, 0.0,
mini,11,,0.0, 0.0,
minimize,3,,0.0, 0.0,
minimizing,1,,0.0, 0.0,
minimums,1,,0.0, 0.0,
minutes,,1,,0.0, 0.0,
minutes.,1,,0.0, 0.0,
miscoverage,1,,0.0, 0.0,
missing,2,,0.0, 0.0,
mission,11,,0.0, 0.0,
mistakes,1,,0.0, 0.0,
mis‐selling,1,,0.0, 0.0,
mitigate,1,,0.0, 0.0,
mix,3,,0.0, 0.0,
mix,,1,,0.0, 0.0,
mixed,1,,0.0, 0.0,
mobile,48,,0.0, 0.0,
mobile),2,,0.0, 0.0,
mobile,,1,,0.0, 0.0,
mobile/online,1,,0.0, 0.0,
mobiles”.,1,,0.0, 0.0,
mobile‐based,4,,0.0, 0.0,
model,79,,0.0, 0.0,
model's,3,,0.0, 0.0,
model,,3,,0.0, 0.0,
model.10,1,,0.0, 0.0,
model.4,1,,0.0, 0.0,
models,44,,0.0, 0.0,
models,,6,,0.0, 0.0,
models.html?hp&action=click&pgtype=Homepage&clickSource=story‐heading&module=first‐column‐region&region=top‐news&WT.nav=top‐news&_r=1,1,,0.0, 0.0,
models?,1,,0.0, 0.0,
modern,8,,0.0, 0.0,
modern,,1,,0.0, 0.0,
modernization,2,,0.0, 0.0,
modernized,1,,0.0, 0.0,
modernizing,1,,0.0, 0.0,
modified,1,,0.0, 0.0,
modular,8,,0.0, 0.0,
modularity,5,,0.0, 0.0,
modularized,1,,0.0, 0.0,
moments,3,,0.0, 0.0,
moments”,1,,0.0, 0.0,
momentum,2,,0.0, 0.0,
monetary,2,,0.0, 0.0,
monetization,16,,0.0, 0.0,
monetization,,1,,0.0, 0.0,
monetizing,1,,0.0, 0.0,
money,13,,0.0, 0.0,
money.,1,,0.0, 0.0,
money?,2,,0.0, 0.0,
money?”.,1,,0.0, 0.0,
money‐,2,,0.0, 0.0,
money”,1,,0.0, 0.0,
monitor,21,,0.0, 0.0,
monitor,,1,,0.0, 0.0,
monitoring,8,,0.0, 0.0,
monoline,3,,0.0, 0.0,
months,3,,0.0, 0.0,
months,,1,,0.0, 0.0,
months.8,1,,0.0, 0.0,
more,132,,0.0, 0.0,
mortgage,3,,0.0, 0.0,
most,32,,0.0, 0.0,
most,,1,,0.0, 0.0,
mostly,1,,0.0, 0.0,
mould,1,,0.0, 0.0,
move,30,,0.0, 0.0,
moved,3,,0.0, 0.0,
movements,,1,,0.0, 0.0,
moves,1,,0.0, 0.0,
moving,8,,0.0, 0.0,
much,21,,0.0, 0.0,
multidimensional,1,,0.0, 0.0,
multilateral,1,,0.0, 0.0,
multinationals,1,,0.0, 0.0,
multiple,12,,0.0, 0.0,
multiple‐provider,1,,0.0, 0.0,
multiplying,1,,0.0, 0.0,
multipolar,,1,,0.0, 0.0,
multistakeholder,2,,0.0, 0.0,
multitude,1,,0.0, 0.0,
must,25,,0.0, 0.0,
mutual,6,,0.0, 0.0,
mutualization,1,,0.0, 0.0,
mutual‐index‐funds‐growth.html,1,,0.0, 0.0,
mutual‐recognized‐celent‐model‐190000478.html,1,,0.0, 0.0,
my,20,,0.0, 0.0,
n,17270,,0.0, 0.0,
narrative,1,,0.0, 0.0,
narrow,3,,0.0, 0.0,
narrow,,1,,0.0, 0.0,
nascent,3,,0.0, 0.0,
nascent,,1,,0.0, 0.0,
national,26,,0.0, 0.0,
national‐level,2,,0.0, 0.0,
natural,6,,0.0, 0.0,
naturally,4,,0.0, 0.0,
nature,5,,0.0, 0.0,
nature,,1,,0.0, 0.0,
navigating,1,,0.0, 0.0,
near,3,,0.0, 0.0,
near‐term,1,,0.0, 0.0,
necessary,6,,0.0, 0.0,
necessitate,2,,0.0, 0.0,
necessitates,1,,0.0, 0.0,
necessitating,2,,0.0, 0.0,
need,104,,0.0, 0.0,
need,,1,,0.0, 0.0,
needed,10,,0.0, 0.0,
needs,43,,0.0, 0.0,
needs),1,,0.0, 0.0,
needs,,7,,0.0, 0.0,
needs;,1,,0.0, 0.0,
negative,2,,0.0, 0.0,
negotiate,1,,0.0, 0.0,
negotiating,1,,0.0, 0.0,
negotiations,1,,0.0, 0.0,
neither,1,,0.0, 0.0,
net,51,,0.0, 0.0,
network,14,,0.0, 0.0,
network,,1,,0.0, 0.0,
network.,1,,0.0, 0.0,
networks,6,,0.0, 0.0,
networks,,1,,0.0, 0.0,
networks?,1,,0.0, 0.0,
never,3,,0.0, 0.0,
new,176,,0.0, 0.0,
newer,,1,,0.0, 0.0,
newly,2,,0.0, 0.0,
next,18,,0.0, 0.0,
niche,15,,0.0, 0.0,
niches,4,,0.0, 0.0,
niches),1,,0.0, 0.0,
niches,,1,,0.0, 0.0,
nine,2,,0.0, 0.0,
nine‐month,1,,0.0, 0.0,
no,404,,0.0, 0.0,
nonbanks),1,,0.0, 0.0,
nontraditional,5,,0.0, 0.0,
non‐,32,,0.0, 0.0,
non‐accredited,2,,0.0, 0.0,
non‐bank,1,,0.0, 0.0,
non‐catastrophe,1,,0.0, 0.0,
non‐core,1,,0.0, 0.0,
non‐differentiating,1,,0.0, 0.0,
non‐equity,1,,0.0, 0.0,
non‐existent,4,,0.0, 0.0,
non‐existent,,1,,0.0, 0.0,
non‐financial,13,,0.0, 0.0,
non‐incumbents,1,,0.0, 0.0,
nor,6,,0.0, 0.0,
norm,4,,0.0, 0.0,
normalized,1,,0.0, 0.0,
not,58,,0.0, 0.0,
not,,1,,0.0, 0.0,
notes,1,,0.0, 0.0,
noticeable,1,,0.0, 0.0,
notifies,1,,0.0, 0.0,
now,26,,0.0, 0.0,
nudges,1,,0.0, 0.0,
number,19,,0.0, 0.0,
numbers,2,,0.0, 0.0,
numerous,2,,0.0, 0.0,
objective,2,,0.0, 0.0,
objectives:,1,,0.0, 0.0,
object‐specific,3,,0.0, 0.0,
obsolete.7,1,,0.0, 0.0,
obstacles,1,,0.0, 0.0,
occasions,,1,,0.0, 0.0,
occupancy).,1,,0.0, 0.0,
occupied,2,,0.0, 0.0,
occur,3,,0.0, 0.0,
occur,,1,,0.0, 0.0,
occurs,1,,0.0, 0.0,
of,1240,,0.0, 0.0,
off,139,,0.0, 0.0,
off).,1,,0.0, 0.0,
offer,108,,0.0, 0.0,
offered,1,,0.0, 0.0,
offering,55,,0.0, 0.0,
offerings,31,,0.0, 0.0,
offerings,,3,,0.0, 0.0,
offerings?,3,,0.0, 0.0,
offers,10,,0.0, 0.0,
offer‐regulation‐cf‐crowdfunding‐software/,1,,0.0, 0.0,
office,15,,0.0, 0.0,
office.,1,,0.0, 0.0,
officer,,1,,0.0, 0.0,
offices,2,,0.0, 0.0,
offices,,1,,0.0, 0.0,
official,1,,0.0, 0.0,
offset,3,,0.0, 0.0,
off”,3,,0.0, 0.0,
off”.,1,,0.0, 0.0,
often,14,,0.0, 0.0,
of‐breed,4,,0.0, 0.0,
old,32,,0.0, 0.0,
oligopolistic,1,,0.0, 0.0,
omnichannel,,1,,0.0, 0.0,
on,3273,,0.0, 0.0,
on,,56,,0.0, 0.0,
on:,6,,0.0, 0.0,
onboarding,2,,0.0, 0.0,
once,16,,0.0, 0.0,
one,106,,0.0, 0.0,
onerous,2,,0.0, 0.0,
ones,9,,0.0, 0.0,
ones,,1,,0.0, 0.0,
one‐click,1,,0.0, 0.0,
one‐day,1,,0.0, 0.0,
one‐size‐fits‐all,3,,0.0, 0.0,
ongoing,4,,0.0, 0.0,
online,65,,0.0, 0.0,
online),,1,,0.0, 0.0,
online,,5,,0.0, 0.0,
online;,1,,0.0, 0.0,
online‐based,1,,0.0, 0.0,
online”.,1,,0.0, 0.0,
only,18,,0.0, 0.0,
onto,2,,0.0, 0.0,
on‐,72,,0.0, 0.0,
on‐demand,4,,0.0, 0.0,
open,32,,0.0, 0.0,
open,,1,,0.0, 0.0,
opened,2,,0.0, 0.0,
opening,1,,0.0, 0.0,
operate,7,,0.0, 0.0,
operate,,1,,0.0, 0.0,
operated,1,,0.0, 0.0,
operating,12,,0.0, 0.0,
operations,4,,0.0, 0.0,
operations,,1,,0.0, 0.0,
operations?,1,,0.0, 0.0,
operator,1,,0.0, 0.0,
opportunities,21,,0.0, 0.0,
opportunities,,1,,0.0, 0.0,
opportunity,12,,0.0, 0.0,
opposed,6,,0.0, 0.0,
opt,59,,0.0, 0.0,
optimization,1,,0.0, 0.0,
optimize,1,,0.0, 0.0,
optimizing,1,,0.0, 0.0,
optional,1,,0.0, 0.0,
options,1,,0.0, 0.0,
opt‐in,1,,0.0, 0.0,
or,2300,,0.0, 0.0,
or,,14,,0.0, 0.0,
oracle”,1,,0.0, 0.0,
order,26,,0.0, 0.0,
order):,4,,0.0, 0.0,
organically,1,,0.0, 0.0,
organization,14,,0.0, 0.0,
organization's,1,,0.0, 0.0,
organizational,1,,0.0, 0.0,
organizations,10,,0.0, 0.0,
organized,1,,0.0, 0.0,
oriented,5,,0.0, 0.0,
original,4,,0.0, 0.0,
originally,1,,0.0, 0.0,
originate,1,,0.0, 0.0,
origination,14,,0.0, 0.0,
origination,,1,,0.0, 0.0,
other,56,,0.0, 0.0,
other,,2,,0.0, 0.0,
others,8,,0.0, 0.0,
others,,1,,0.0, 0.0,
others;,1,,0.0, 0.0,
otherwise,2,,0.0, 0.0,
otherwise),1,,0.0, 0.0,
other’s,1,,0.0, 0.0,
our,166,,0.0, 0.0,
out,105,,0.0, 0.0,
out,,1,,0.0, 0.0,
outcome,7,,0.0, 0.0,
outcome",1,,0.0, 0.0,
outcomes,4,,0.0, 0.0,
outcome”,1,,0.0, 0.0,
outlook,2,,0.0, 0.0,
outperform,1,,0.0, 0.0,
outreach,2,,0.0, 0.0,
outside,4,,0.0, 0.0,
outsized,1,,0.0, 0.0,
outsource,6,,0.0, 0.0,
outsource/depend,1,,0.0, 0.0,
outsourced,,1,,0.0, 0.0,
outsourcing,2,,0.0, 0.0,
over,112,,0.0, 0.0,
over?,1,,0.0, 0.0,
overall,5,,0.0, 0.0,
overall),,1,,0.0, 0.0,
overcapitalized,1,,0.0, 0.0,
overcome,5,,0.0, 0.0,
overcoming,1,,0.0, 0.0,
overestimated.,1,,0.0, 0.0,
overhauling,1,,0.0, 0.0,
overlooking,1,,0.0, 0.0,
oversee,2,,0.0, 0.0,
oversight,3,,0.0, 0.0,
oversight,,1,,0.0, 0.0,
overtaking,1,,0.0, 0.0,
overview,3,,0.0, 0.0,
overwhelmed,1,,0.0, 0.0,
overwhelming,1,,0.0, 0.0,
over‐the‐counter,2,,0.0, 0.0,
over‐the‐counter‐driven,1,,0.0, 0.0,
own,57,,0.0, 0.0,
own,,3,,0.0, 0.0,
owned,1,,0.0, 0.0,
owner,15,,0.0, 0.0,
owner's,1,,0.0, 0.0,
owners,10,,0.0, 0.0,
owners,,2,,0.0, 0.0,
ownership,2,,0.0, 0.0,
owning,1,,0.0, 0.0,
owns,1,,0.0, 0.0,
pace,4,,0.0, 0.0,
page,3,,0.0, 0.0,
paid,3,,0.0, 0.0,
pain,34,,0.0, 0.0,
paint,30,,0.0, 0.0,
paints,29,,0.0, 0.0,
pain‐free,3,,0.0, 0.0,
pain‐free,,1,,0.0, 0.0,
pain‐free.,1,,0.0, 0.0,
part,183,,0.0, 0.0,
participants,9,,0.0, 0.0,
participants,,2,,0.0, 0.0,
participants’,1,,0.0, 0.0,
participate,5,,0.0, 0.0,
participate.,1,,0.0, 0.0,
participating,5,,0.0, 0.0,
participation,1,,0.0, 0.0,
particular,18,,0.0, 0.0,
particular),1,,0.0, 0.0,
particular,,1,,0.0, 0.0,
particularly,10,,0.0, 0.0,
parties,9,,0.0, 0.0,
partner,111,,0.0, 0.0,
partner's,1,,0.0, 0.0,
partner,,1,,0.0, 0.0,
partnered,3,,0.0, 0.0,
partnering,8,,0.0, 0.0,
partners,84,,0.0, 0.0,
partners',1,,0.0, 0.0,
partners,,2,,0.0, 0.0,
partnership,64,,0.0, 0.0,
partnership,,1,,0.0, 0.0,
partnerships,55,,0.0, 0.0,
partnerships,,2,,0.0, 0.0,
partnerships?,1,,0.0, 0.0,
parts,7,,0.0, 0.0,
party,9,,0.0, 0.0,
part‐timers,1,,0.0, 0.0,
pass,20,,0.0, 0.0,
passed,2,,0.0, 0.0,
passing,4,,0.0, 0.0,
passwords,,1,,0.0, 0.0,
past,2,,0.0, 0.0,
past,,1,,0.0, 0.0,
path,26,,0.0, 0.0,
paths,12,,0.0, 0.0,
patience,1,,0.0, 0.0,
patient,1,,0.0, 0.0,
patterns,9,,0.0, 0.0,
patterns.,1,,0.0, 0.0,
pay,161,,0.0, 0.0,
pay,,1,,0.0, 0.0,
payday,1,,0.0, 0.0,
paying,2,,0.0, 0.0,
payment,145,,0.0, 0.0,
payments,74,,0.0, 0.0,
payments,,7,,0.0, 0.0,
payments?,1,,0.0, 0.0,
payments‐related,1,,0.0, 0.0,
payment‐processing‐app‐venmo‐square‐cash,1,,0.0, 0.0,
payment‐related,1,,0.0, 0.0,
peers,1,,0.0, 0.0,
penetration,1,,0.0, 0.0,
pensions,3,,0.0, 0.0,
people,5,,0.0, 0.0,
per,211,,0.0, 0.0,
perception,3,,0.0, 0.0,
perceptions,1,,0.0, 0.0,
perform,10,,0.0, 0.0,
performance,3,,0.0, 0.0,
performance,,1,,0.0, 0.0,
performed,1,,0.0, 0.0,
performing,1,,0.0, 0.0,
perhaps,1,,0.0, 0.0,
period,1,,0.0, 0.0,
permissions,1,,0.0, 0.0,
perquisite,1,,0.0, 0.0,
persists,1,,0.0, 0.0,
person,22,,0.0, 0.0,
personal,12,,0.0, 0.0,
personalization,1,,0.0, 0.0,
personalized,4,,0.0, 0.0,
perspective,7,,0.0, 0.0,
perspectives,5,,0.0, 0.0,
pervasive,2,,0.0, 0.0,
per‐customer,1,,0.0, 0.0,
per‐unit,1,,0.0, 0.0,
phase,2,,0.0, 0.0,
phases,1,,0.0, 0.0,
phenomenon?,1,,0.0, 0.0,
phone,8,,0.0, 0.0,
phone),1,,0.0, 0.0,
phone1.,1,,0.0, 0.0,
phones,4,,0.0, 0.0,
phones),,1,,0.0, 0.0,
physical,3,,0.0, 0.0,
pick,1,,0.0, 0.0,
picture,9,,0.0, 0.0,
picture,,1,,0.0, 0.0,
pictures,7,,0.0, 0.0,
pieces,1,,0.0, 0.0,
piecing,1,,0.0, 0.0,
pilot,2,,0.0, 0.0,
pioneered,5,,0.0, 0.0,
pipe,1,,0.0, 0.0,
pivot,5,,0.0, 0.0,
pivotal,4,,0.0, 0.0,
place,56,,0.0, 0.0,
placed,1,,0.0, 0.0,
places,7,,0.0, 0.0,
placing,2,,0.0, 0.0,
plagued,1,,0.0, 0.0,
plan,8,,0.0, 0.0,
planning,1,,0.0, 0.0,
plans,6,,0.0, 0.0,
plans,,1,,0.0, 0.0,
plateau,,1,,0.0, 0.0,
platform,237,,0.0, 0.0,
platform),3,,0.0, 0.0,
platform).,1,,0.0, 0.0,
platform,,4,,0.0, 0.0,
platform.,6,,0.0, 0.0,
platforms,135,,0.0, 0.0,
platforms),2,,0.0, 0.0,
platforms),,1,,0.0, 0.0,
platforms,,9,,0.0, 0.0,
platforms.,5,,0.0, 0.0,
platforms.5,1,,0.0, 0.0,
platforms;,1,,0.0, 0.0,
platforms?,2,,0.0, 0.0,
platforms’,1,,0.0, 0.0,
platform‐as‐a‐service,2,,0.0, 0.0,
platform‐based,1,,0.0, 0.0,
platform’s,2,,0.0, 0.0,
platform”.,1,,0.0, 0.0,
plausible,1,,0.0, 0.0,
play,32,,0.0, 0.0,
played,1,,0.0, 0.0,
player,18,,0.0, 0.0,
players,17,,0.0, 0.0,
players),1,,0.0, 0.0,
players.,1,,0.0, 0.0,
playing,6,,0.0, 0.0,
plays,2,,0.0, 0.0,
point,27,,0.0, 0.0,
points,10,,0.0, 0.0,
points)10,1,,0.0, 0.0,
points.,1,,0.0, 0.0,
points”,1,,0.0, 0.0,
point‐of‐,1,,0.0, 0.0,
poised,3,,0.0, 0.0,
polices,1,,0.0, 0.0,
policies,6,,0.0, 0.0,
policies,,2,,0.0, 0.0,
policy,3,,0.0, 0.0,
policy,,1,,0.0, 0.0,
policy.,1,,0.0, 0.0,
political,8,,0.0, 0.0,
pool,15,,0.0, 0.0,
pooled,1,,0.0, 0.0,
pools,8,,0.0, 0.0,
poor,1,,0.0, 0.0,
popular,12,,0.0, 0.0,
popular?,1,,0.0, 0.0,
popularity,9,,0.0, 0.0,
popularity,,2,,0.0, 0.0,
popularity.,1,,0.0, 0.0,
population,2,,0.0, 0.0,
portfolio,4,,0.0, 0.0,
position,18,,0.0, 0.0,
positioned,1,,0.0, 0.0,
positions,4,,0.0, 0.0,
possible,6,,0.0, 0.0,
post‐,15,,0.0, 0.0,
post‐2016,1,,0.0, 0.0,
post‐Brexit,1,,0.0, 0.0,
post‐crisis,1,,0.0, 0.0,
post‐financial,1,,0.0, 0.0,
post‐trade,8,,0.0, 0.0,
potential,42,,0.0, 0.0,
potentially,7,,0.0, 0.0,
power,20,,0.0, 0.0,
power,,1,,0.0, 0.0,
powers,5,,0.0, 0.0,
practices,1,,0.0, 0.0,
precipitously,1,,0.0, 0.0,
predefined,1,,0.0, 0.0,
predicated,1,,0.0, 0.0,
predict,,1,,0.0, 0.0,
predictable,1,,0.0, 0.0,
predictive,1,,0.0, 0.0,
predominant,2,,0.0, 0.0,
predominantly,1,,0.0, 0.0,
prefer,7,,0.0, 0.0,
preference,4,,0.0, 0.0,
preferences,3,,0.0, 0.0,
premium,6,,0.0, 0.0,
premiums,4,,0.0, 0.0,
prepaid,1,,0.0, 0.0,
preparing,1,,0.0, 0.0,
prerequisites,1,,0.0, 0.0,
presence,1,,0.0, 0.0,
presenting,1,,0.0, 0.0,
presents,11,,0.0, 0.0,
preserve,4,,0.0, 0.0,
preserving,1,,0.0, 0.0,
press,44,,0.0, 0.0,
pressure,32,,0.0, 0.0,
pressure,,1,,0.0, 0.0,
pressures,11,,0.0, 0.0,
pressures,,2,,0.0, 0.0,
pressures/shifts,1,,0.0, 0.0,
pressures:,1,,0.0, 0.0,
presumes,1,,0.0, 0.0,
prevailing,1,,0.0, 0.0,
prevent,6,,0.0, 0.0,
prevention,4,,0.0, 0.0,
prevention,,1,,0.0, 0.0,
prevents,1,,0.0, 0.0,
previous,13,,0.0, 0.0,
previously,8,,0.0, 0.0,
pre‐,9,,0.0, 0.0,
pre‐emptively,1,,0.0, 0.0,
pre‐existing,2,,0.0, 0.0,
pre‐sale,2,,0.0, 0.0,
pre‐sales,1,,0.0, 0.0,
price,15,,0.0, 0.0,
price,,1,,0.0, 0.0,
priced,1,,0.0, 0.0,
prices,4,,0.0, 0.0,
prices.5,1,,0.0, 0.0,
price‐,2,,0.0, 0.0,
price‐sensitive,1,,0.0, 0.0,
pricing,8,,0.0, 0.0,
pricing?,1,,0.0, 0.0,
primarily,2,,0.0, 0.0,
primary,5,,0.0, 0.0,
priorities,4,,0.0, 0.0,
priorities,,1,,0.0, 0.0,
priority,1,,0.0, 0.0,
privacy,1,,0.0, 0.0,
private,13,,0.0, 0.0,
proactive,,1,,0.0, 0.0,
proactively,1,,0.0, 0.0,
problem,4,,0.0, 0.0,
problem,,1,,0.0, 0.0,
problems,2,,0.0, 0.0,
process,60,,0.0, 0.0,
process,,1,,0.0, 0.0,
process.11,1,,0.0, 0.0,
processes,26,,0.0, 0.0,
processes,,4,,0.0, 0.0,
processes.,1,,0.0, 0.0,
processes?,1,,0.0, 0.0,
processing,10,,0.0, 0.0,
processing,,2,,0.0, 0.0,
processors,1,,0.0, 0.0,
produce,1,,0.0, 0.0,
product,249,,0.0, 0.0,
product.,1,,0.0, 0.0,
production,5,,0.0, 0.0,
production,,1,,0.0, 0.0,
products,161,,0.0, 0.0,
products),1,,0.0, 0.0,
products,,15,,0.0, 0.0,
products.,5,,0.0, 0.0,
products?,4,,0.0, 0.0,
product‐,6,,0.0, 0.0,
product‐focused,1,,0.0, 0.0,
product‐level,3,,0.0, 0.0,
product‐specific,1,,0.0, 0.0,
professional,9,,0.0, 0.0,
professionals,4,,0.0, 0.0,
professionals,,1,,0.0, 0.0,
proficiency,1,,0.0, 0.0,
profile,6,,0.0, 0.0,
profile.,1,,0.0, 0.0,
profit,60,,0.0, 0.0,
